-83.91704776	962.950649
-79.03328252	1737.298421
-74.05085535	2508.179465
-68.96976626	3253.699986
-63.88867717	3658.650394
-59.05424289	4301.283651
-54.17047764	4647.138618
-49.13871951	4744.181605
-44.10696138	4299.440097
-39.07520325	3997.877044
-34.19143801	3822.914587
-29.30767276	3298.809845
-24.27591463	2906.543935
-19.2441565	2849.635331
-14.21239837	2431.652903
-9.32863313	2250.550917
-4.148882114	2049.89737
0.73488313	1933.550042
5.618648374	1783.840743
10.6504065	1725.889577
15.68216463	1513.639298
20.56592988	1394.511806
25.44969512	1276.426875
30.48145325	1211.872819
35.51321138	1044.105167
40.54496951	901.7065138
45.42873476	787.3284685
55.34425813	548.5069968
60.37601626	449.8959294
65.2597815	323.8180264
70.43953252	256.8440407
75.32329776	198.8801603

