-84.88247502	122.21721
-79.83366062	297.7626675
-74.78484623	526.6871513
-69.88452637	771.2951635
-64.83571198	1077.261541
-59.93539213	1208.50791
-55.03507228	1569.962794
-49.83776334	1890.053518
-44.64045441	2107.421718
-39.88862909	2477.589674
-35.13680378	2752.739294
-29.93949485	3064.667246
-24.89068045	3355.225245
-19.84186606	3309.000109
-14.94154621	3462.258447
-10.04122635	3507.382985
-4.84391742	3486.031374
0.056402433	3629.549416
5.105216827	3381.089309
15.05435107	3223.428577
19.95467093	2821.985281
24.70649624	2465.666523
30.20079425	2226.286354
34.95261957	2001.030532
40.00143396	1558.956809
44.95125199	1365.618343
50.09906275	1131.190866
54.9993826	845.8607105
60.04819699	615.285329
64.94851685	486.2401572
69.8488367	329.1297242
74.89765109	175.8713859
79.94646549	50.12800952
84.99527988	-67.63602783

