-84.31501846	948.9547537
-79.30633095	1722.882959
-74.19880264	2493.335958
-68.99511987	3238.41996
-63.83322485	3642.933849
-58.89033171	4285.151775
-53.93422001	4630.587175
-48.85973812	4727.197881
-43.85173286	4282.024091
-38.82615969	3980.028756
-33.93395196	3804.646732
-29.08458378	3280.122423
-24.0701398	2887.424232
-19.01454768	2830.083345
-14.00325909	2411.668635
-9.111804682	2230.147082
-3.92495072	2029.04854
0.974449047	1912.281644
5.869755322	1762.152778
10.92521952	1703.76933
15.96175131	1491.08677
20.86080996	1371.53971
25.75999652	1253.035211
30.81465055	1188.048874
35.85664033	1019.84894
40.90174288	877.0180054
45.80138427	762.2203926
55.74833131	522.5470719
60.79880656	423.5037228
65.69701239	297.0062524
70.90026876	229.5872709
75.80683214	171.203823

