-84.3919807	1429.729935
-79.38447567	2333.199379
-74.20323552	3441.636457
-69.02892604	4494.10835
-63.95567328	4730.547329
-59.01947301	5058.230806
-54.11299347	5145.919431
-49.08600763	5008.75298
-44.07513092	4741.505285
-39.22440895	4378.951469
-34.26254646	3715.913946
-29.42406245	3254.53872
-24.41927349	2938.132417
-19.44403355	2383.117786
-14.42126231	2211.918452
-9.555283499	1972.563673
-4.384757797	1796.538154
0.487224476	1605.661327
5.370539335	1506.295142
10.40548608	1433.413026
15.43500069	1316.666304
20.3120717	1166.881033
25.19488705	1063.481321
30.22669626	965.2636133
35.26201764	895.4066423
40.28652155	738.198604
45.16914959	633.2863192
50.05671027	568.2051127
55.0869273	457.1305385
70.04308588	235.8231391
74.92602611	133.4318086
79.819456	115.7445434

